 rho = L(surface reflected)/L(sky) (non-dimen) as in
 Mobley, 1999, Appl Opt 38, page 7445, Eq. 4
   [(Theta,Phi) are the directions of photon travel.
   Theta is measured from 0 at the zenith.
   Solar photons travel in the Phi = 180 direction (the sun is located at Phi = 0).
   (Thus Phi = 45 represents the 135 degree viewing angle for minimizing sun glitter.)]
   These values are for 550 nm (see RhoNotes.pdf for discussion)
   I   J    Theta      Phi  Phi-view       rho
rho for WIND SPEED = 12.0 m/s     THETA_SUN = 50.0 deg
  10   1      0.0      0.0      0.0      0.0506
   9   1     10.0      0.0    180.0      0.0328
   9   2     10.0     15.0    165.0      0.0311
   9   3     10.0     30.0    150.0      0.0308
   9   4     10.0     45.0    135.0      0.0299
   9   5     10.0     60.0    120.0      0.0370
   9   6     10.0     75.0    105.0      0.0381
   9   7     10.0     90.0     90.0      0.0473
   9   8     10.0    105.0     75.0      0.0497
   9   9     10.0    120.0     60.0      0.0559
   9  10     10.0    135.0     45.0      0.0705
   9  11     10.0    150.0     30.0      0.0694
   9  12     10.0    165.0     15.0      0.0912
   9  13     10.0    180.0      0.0      0.0865
   8   1     20.0      0.0    180.0      0.0264
   8   2     20.0     15.0    165.0      0.0262
   8   3     20.0     30.0    150.0      0.0254
   8   4     20.0     45.0    135.0      0.0297
   8   5     20.0     60.0    120.0      0.0285
   8   6     20.0     75.0    105.0      0.0340
   8   7     20.0     90.0     90.0      0.0325
   8   8     20.0    105.0     75.0      0.0464
   8   9     20.0    120.0     60.0      0.0577
   8  10     20.0    135.0     45.0      0.0785
   8  11     20.0    150.0     30.0      0.1014
   8  12     20.0    165.0     15.0      0.1116
   8  13     20.0    180.0      0.0      0.1119
   7   1     30.0      0.0    180.0      0.0279
   7   2     30.0     15.0    165.0      0.0282
   7   3     30.0     30.0    150.0      0.0281
   7   4     30.0     45.0    135.0      0.0275
   7   5     30.0     60.0    120.0      0.0289
   7   6     30.0     75.0    105.0      0.0288
   7   7     30.0     90.0     90.0      0.0316
   7   8     30.0    105.0     75.0      0.0396
   7   9     30.0    120.0     60.0      0.0540
   7  10     30.0    135.0     45.0      0.0782
   7  11     30.0    150.0     30.0      0.1073
   7  12     30.0    165.0     15.0      0.1259
   7  13     30.0    180.0      0.0      0.1194
   6   1     40.0      0.0    180.0      0.0365
   6   2     40.0     15.0    165.0      0.0368
   6   3     40.0     30.0    150.0      0.0362
   6   4     40.0     45.0    135.0      0.0351
   6   5     40.0     60.0    120.0      0.0345
   6   6     40.0     75.0    105.0      0.0343
   6   7     40.0     90.0     90.0      0.0362
   6   8     40.0    105.0     75.0      0.0370
   6   9     40.0    120.0     60.0      0.0500
   6  10     40.0    135.0     45.0      0.0785
   6  11     40.0    150.0     30.0      0.1115
   6  12     40.0    165.0     15.0      0.1122
   6  13     40.0    180.0      0.0      0.0919
   5   1     50.0      0.0    180.0      0.0559
   5   2     50.0     15.0    165.0      0.0562
   5   3     50.0     30.0    150.0      0.0557
   5   4     50.0     45.0    135.0      0.0544
   5   5     50.0     60.0    120.0      0.0518
   5   6     50.0     75.0    105.0      0.0508
   5   7     50.0     90.0     90.0      0.0510
   5   8     50.0    105.0     75.0      0.0507
   5   9     50.0    120.0     60.0      0.0545
   5  10     50.0    135.0     45.0      0.0796
   5  11     50.0    150.0     30.0      0.1182
   5  12     50.0    165.0     15.0      0.1187
   5  13     50.0    180.0      0.0      0.0028
   4   1     60.0      0.0    180.0      0.0904
   4   2     60.0     15.0    165.0      0.0916
   4   3     60.0     30.0    150.0      0.0923
   4   4     60.0     45.0    135.0      0.0892
   4   5     60.0     60.0    120.0      0.0852
   4   6     60.0     75.0    105.0      0.0848
   4   7     60.0     90.0     90.0      0.0851
   4   8     60.0    105.0     75.0      0.0819
   4   9     60.0    120.0     60.0      0.0823
   4  10     60.0    135.0     45.0      0.0961
   4  11     60.0    150.0     30.0      0.1500
   4  12     60.0    165.0     15.0      0.2084
   4  13     60.0    180.0      0.0      0.2047
   3   1     70.0      0.0    180.0      0.1309
   3   2     70.0     15.0    165.0      0.1343
   3   3     70.0     30.0    150.0      0.1382
   3   4     70.0     45.0    135.0      0.1371
   3   5     70.0     60.0    120.0      0.1325
   3   6     70.0     75.0    105.0      0.1361
   3   7     70.0     90.0     90.0      0.1388
   3   8     70.0    105.0     75.0      0.1352
   3   9     70.0    120.0     60.0      0.1329
   3  10     70.0    135.0     45.0      0.1430
   3  11     70.0    150.0     30.0      0.1969
   3  12     70.0    165.0     15.0      0.3946
   3  13     70.0    180.0      0.0      0.5436
   2   1     80.0      0.0    180.0      0.1528
   2   2     80.0     15.0    165.0      0.1608
   2   3     80.0     30.0    150.0      0.1666
   2   4     80.0     45.0    135.0      0.1659
   2   5     80.0     60.0    120.0      0.1619
   2   6     80.0     75.0    105.0      0.1775
   2   7     80.0     90.0     90.0      0.1828
   2   8     80.0    105.0     75.0      0.1865
   2   9     80.0    120.0     60.0      0.1812
   2  10     80.0    135.0     45.0      0.2046
   2  11     80.0    150.0     30.0      0.2716
   2  12     80.0    165.0     15.0      0.6193
   2  13     80.0    180.0      0.0      1.1251
   1   1     87.5      0.0    180.0      0.1528
   1   2     87.5     15.0    165.0      0.1662
   1   3     87.5     30.0    150.0      0.1828
   1   4     87.5     45.0    135.0      0.1793
   1   5     87.5     60.0    120.0      0.1783
   1   6     87.5     75.0    105.0      0.1881
   1   7     87.5     90.0     90.0      0.1996
   1   8     87.5    105.0     75.0      0.2088
   1   9     87.5    120.0     60.0      0.2218
   1  10     87.5    135.0     45.0      0.2578
   1  11     87.5    150.0     30.0      0.3343
   1  12     87.5    165.0     15.0      0.7923
   1  13     87.5    180.0      0.0      1.6678
rho for WIND SPEED = 12.0 m/s     THETA_SUN = 60.0 deg
  10   1      0.0      0.0      0.0      0.0321
   9   1     10.0      0.0    180.0      0.0247
   9   2     10.0     15.0    165.0      0.0262
   9   3     10.0     30.0    150.0      0.0264
   9   4     10.0     45.0    135.0      0.0257
   9   5     10.0     60.0    120.0      0.0265
   9   6     10.0     75.0    105.0      0.0279
   9   7     10.0     90.0     90.0      0.0309
   9   8     10.0    105.0     75.0      0.0344
   9   9     10.0    120.0     60.0      0.0427
   9  10     10.0    135.0     45.0      0.0420
   9  11     10.0    150.0     30.0      0.0524
   9  12     10.0    165.0     15.0      0.0554
   9  13     10.0    180.0      0.0      0.0535
   8   1     20.0      0.0    180.0      0.0250
   8   2     20.0     15.0    165.0      0.0249
   8   3     20.0     30.0    150.0      0.0248
   8   4     20.0     45.0    135.0      0.0250
   8   5     20.0     60.0    120.0      0.0250
   8   6     20.0     75.0    105.0      0.0272
   8   7     20.0     90.0     90.0      0.0282
   8   8     20.0    105.0     75.0      0.0332
   8   9     20.0    120.0     60.0      0.0386
   8  10     20.0    135.0     45.0      0.0520
   8  11     20.0    150.0     30.0      0.0702
   8  12     20.0    165.0     15.0      0.0852
   8  13     20.0    180.0      0.0      0.0931
   7   1     30.0      0.0    180.0      0.0274
   7   2     30.0     15.0    165.0      0.0275
   7   3     30.0     30.0    150.0      0.0275
   7   4     30.0     45.0    135.0      0.0272
   7   5     30.0     60.0    120.0      0.0272
   7   6     30.0     75.0    105.0      0.0275
   7   7     30.0     90.0     90.0      0.0284
   7   8     30.0    105.0     75.0      0.0309
   7   9     30.0    120.0     60.0      0.0392
   7  10     30.0    135.0     45.0      0.0584
   7  11     30.0    150.0     30.0      0.0911
   7  12     30.0    165.0     15.0      0.1213
   7  13     30.0    180.0      0.0      0.1319
   6   1     40.0      0.0    180.0      0.0360
   6   2     40.0     15.0    165.0      0.0363
   6   3     40.0     30.0    150.0      0.0359
   6   4     40.0     45.0    135.0      0.0350
   6   5     40.0     60.0    120.0      0.0345
   6   6     40.0     75.0    105.0      0.0341
   6   7     40.0     90.0     90.0      0.0349
   6   8     40.0    105.0     75.0      0.0363
   6   9     40.0    120.0     60.0      0.0415
   6  10     40.0    135.0     45.0      0.0619
   6  11     40.0    150.0     30.0      0.1071
   6  12     40.0    165.0     15.0      0.1491
   6  13     40.0    180.0      0.0      0.1636
   5   1     50.0      0.0    180.0      0.0547
   5   2     50.0     15.0    165.0      0.0552
   5   3     50.0     30.0    150.0      0.0549
   5   4     50.0     45.0    135.0      0.0540
   5   5     50.0     60.0    120.0      0.0518
   5   6     50.0     75.0    105.0      0.0513
   5   7     50.0     90.0     90.0      0.0516
   5   8     50.0    105.0     75.0      0.0510
   5   9     50.0    120.0     60.0      0.0536
   5  10     50.0    135.0     45.0      0.0684
   5  11     50.0    150.0     30.0      0.1134
   5  12     50.0    165.0     15.0      0.1572
   5  13     50.0    180.0      0.0      0.1463
   4   1     60.0      0.0    180.0      0.0883
   4   2     60.0     15.0    165.0      0.0895
   4   3     60.0     30.0    150.0      0.0905
   4   4     60.0     45.0    135.0      0.0879
   4   5     60.0     60.0    120.0      0.0848
   4   6     60.0     75.0    105.0      0.0849
   4   7     60.0     90.0     90.0      0.0860
   4   8     60.0    105.0     75.0      0.0829
   4   9     60.0    120.0     60.0      0.0820
   4  10     60.0    135.0     45.0      0.0901
   4  11     60.0    150.0     30.0      0.1295
   4  12     60.0    165.0     15.0      0.1884
   4  13     60.0    180.0      0.0      0.0073
   3   1     70.0      0.0    180.0      0.1290
   3   2     70.0     15.0    165.0      0.1324
   3   3     70.0     30.0    150.0      0.1363
   3   4     70.0     45.0    135.0      0.1354
   3   5     70.0     60.0    120.0      0.1312
   3   6     70.0     75.0    105.0      0.1352
   3   7     70.0     90.0     90.0      0.1383
   3   8     70.0    105.0     75.0      0.1348
   3   9     70.0    120.0     60.0      0.1319
   3  10     70.0    135.0     45.0      0.1398
   3  11     70.0    150.0     30.0      0.1719
   3  12     70.0    165.0     15.0      0.3331
   3  13     70.0    180.0      0.0      0.4119
   2   1     80.0      0.0    180.0      0.1536
   2   2     80.0     15.0    165.0      0.1616
   2   3     80.0     30.0    150.0      0.1671
   2   4     80.0     45.0    135.0      0.1660
   2   5     80.0     60.0    120.0      0.1612
   2   6     80.0     75.0    105.0      0.1759
   2   7     80.0     90.0     90.0      0.1800
   2   8     80.0    105.0     75.0      0.1825
   2   9     80.0    120.0     60.0      0.1760
   2  10     80.0    135.0     45.0      0.1969
   2  11     80.0    150.0     30.0      0.2354
   2  12     80.0    165.0     15.0      0.6150
   2  13     80.0    180.0      0.0      1.1278
   1   1     87.5      0.0    180.0      0.1569
   1   2     87.5     15.0    165.0      0.1706
   1   3     87.5     30.0    150.0      0.1870
   1   4     87.5     45.0    135.0      0.1823
   1   5     87.5     60.0    120.0      0.1796
   1   6     87.5     75.0    105.0      0.1870
   1   7     87.5     90.0     90.0      0.1958
   1   8     87.5    105.0     75.0      0.2018
   1   9     87.5    120.0     60.0      0.2117
   1  10     87.5    135.0     45.0      0.2460
   1  11     87.5    150.0     30.0      0.3260
   1  12     87.5    165.0     15.0      0.9661
   1  13     87.5    180.0      0.0      2.3219
rho for WIND SPEED = 12.0 m/s     THETA_SUN = 70.0 deg
  10   1      0.0      0.0      0.0      0.0259
   9   1     10.0      0.0    180.0      0.0234
   9   2     10.0     15.0    165.0      0.0236
   9   3     10.0     30.0    150.0      0.0238
   9   4     10.0     45.0    135.0      0.0242
   9   5     10.0     60.0    120.0      0.0240
   9   6     10.0     75.0    105.0      0.0243
   9   7     10.0     90.0     90.0      0.0248
   9   8     10.0    105.0     75.0      0.0271
   9   9     10.0    120.0     60.0      0.0279
   9  10     10.0    135.0     45.0      0.0316
   9  11     10.0    150.0     30.0      0.0319
   9  12     10.0    165.0     15.0      0.0351
   9  13     10.0    180.0      0.0      0.0346
   8   1     20.0      0.0    180.0      0.0244
   8   2     20.0     15.0    165.0      0.0238
   8   3     20.0     30.0    150.0      0.0238
   8   4     20.0     45.0    135.0      0.0241
   8   5     20.0     60.0    120.0      0.0240
   8   6     20.0     75.0    105.0      0.0248
   8   7     20.0     90.0     90.0      0.0256
   8   8     20.0    105.0     75.0      0.0264
   8   9     20.0    120.0     60.0      0.0301
   8  10     20.0    135.0     45.0      0.0372
   8  11     20.0    150.0     30.0      0.0486
   8  12     20.0    165.0     15.0      0.0615
   8  13     20.0    180.0      0.0      0.0626
   7   1     30.0      0.0    180.0      0.0266
   7   2     30.0     15.0    165.0      0.0268
   7   3     30.0     30.0    150.0      0.0268
   7   4     30.0     45.0    135.0      0.0265
   7   5     30.0     60.0    120.0      0.0265
   7   6     30.0     75.0    105.0      0.0266
   7   7     30.0     90.0     90.0      0.0274
   7   8     30.0    105.0     75.0      0.0285
   7   9     30.0    120.0     60.0      0.0325
   7  10     30.0    135.0     45.0      0.0444
   7  11     30.0    150.0     30.0      0.0711
   7  12     30.0    165.0     15.0      0.1050
   7  13     30.0    180.0      0.0      0.1285
   6   1     40.0      0.0    180.0      0.0348
   6   2     40.0     15.0    165.0      0.0352
   6   3     40.0     30.0    150.0      0.0349
   6   4     40.0     45.0    135.0      0.0342
   6   5     40.0     60.0    120.0      0.0340
   6   6     40.0     75.0    105.0      0.0336
   6   7     40.0     90.0     90.0      0.0345
   6   8     40.0    105.0     75.0      0.0347
   6   9     40.0    120.0     60.0      0.0380
   6  10     40.0    135.0     45.0      0.0488
   6  11     40.0    150.0     30.0      0.0927
   6  12     40.0    165.0     15.0      0.1751
   6  13     40.0    180.0      0.0      0.2110
   5   1     50.0      0.0    180.0      0.0528
   5   2     50.0     15.0    165.0      0.0533
   5   3     50.0     30.0    150.0      0.0533
   5   4     50.0     45.0    135.0      0.0527
   5   5     50.0     60.0    120.0      0.0511
   5   6     50.0     75.0    105.0      0.0511
   5   7     50.0     90.0     90.0      0.0519
   5   8     50.0    105.0     75.0      0.0513
   5   9     50.0    120.0     60.0      0.0533
   5  10     50.0    135.0     45.0      0.0639
   5  11     50.0    150.0     30.0      0.1082
   5  12     50.0    165.0     15.0      0.2174
   5  13     50.0    180.0      0.0      0.2897
   4   1     60.0      0.0    180.0      0.0857
   4   2     60.0     15.0    165.0      0.0870
   4   3     60.0     30.0    150.0      0.0881
   4   4     60.0     45.0    135.0      0.0860
   4   5     60.0     60.0    120.0      0.0834
   4   6     60.0     75.0    105.0      0.0845
   4   7     60.0     90.0     90.0      0.0862
   4   8     60.0    105.0     75.0      0.0840
   4   9     60.0    120.0     60.0      0.0839
   4  10     60.0    135.0     45.0      0.0913
   4  11     60.0    150.0     30.0      0.1238
   4  12     60.0    165.0     15.0      0.2418
   4  13     60.0    180.0      0.0      0.2775
   3   1     70.0      0.0    180.0      0.1275
   3   2     70.0     15.0    165.0      0.1307
   3   3     70.0     30.0    150.0      0.1346
   3   4     70.0     45.0    135.0      0.1338
   3   5     70.0     60.0    120.0      0.1299
   3   6     70.0     75.0    105.0      0.1342
   3   7     70.0     90.0     90.0      0.1378
   3   8     70.0    105.0     75.0      0.1344
   3   9     70.0    120.0     60.0      0.1321
   3  10     70.0    135.0     45.0      0.1403
   3  11     70.0    150.0     30.0      0.1517
   3  12     70.0    165.0     15.0      0.2769
   3  13     70.0    180.0      0.0      0.0240
   2   1     80.0      0.0    180.0      0.1557
   2   2     80.0     15.0    165.0      0.1637
   2   3     80.0     30.0    150.0      0.1689
   2   4     80.0     45.0    135.0      0.1672
   2   5     80.0     60.0    120.0      0.1616
   2   6     80.0     75.0    105.0      0.1752
   2   7     80.0     90.0     90.0      0.1780
   2   8     80.0    105.0     75.0      0.1792
   2   9     80.0    120.0     60.0      0.1710
   2  10     80.0    135.0     45.0      0.1877
   2  11     80.0    150.0     30.0      0.2057
   2  12     80.0    165.0     15.0      0.4172
   2  13     80.0    180.0      0.0      0.7564
   1   1     87.5      0.0    180.0      0.1628
   1   2     87.5     15.0    165.0      0.1766
   1   3     87.5     30.0    150.0      0.1931
   1   4     87.5     45.0    135.0      0.1872
   1   5     87.5     60.0    120.0      0.1826
   1   6     87.5     75.0    105.0      0.1875
   1   7     87.5     90.0     90.0      0.1933
   1   8     87.5    105.0     75.0      0.1957
   1   9     87.5    120.0     60.0      0.2014
   1  10     87.5    135.0     45.0      0.2273
   1  11     87.5    150.0     30.0      0.2806
   1  12     87.5    165.0     15.0      0.5980
   1  13     87.5    180.0      0.0      1.6872
rho for WIND SPEED = 12.0 m/s     THETA_SUN = 80.0 deg
  10   1      0.0      0.0      0.0      0.0233
   9   1     10.0      0.0    180.0      0.0224
   9   2     10.0     15.0    165.0      0.0225
   9   3     10.0     30.0    150.0      0.0225
   9   4     10.0     45.0    135.0      0.0227
   9   5     10.0     60.0    120.0      0.0228
   9   6     10.0     75.0    105.0      0.0228
   9   7     10.0     90.0     90.0      0.0231
   9   8     10.0    105.0     75.0      0.0236
   9   9     10.0    120.0     60.0      0.0244
   9  10     10.0    135.0     45.0      0.0252
   9  11     10.0    150.0     30.0      0.0255
   9  12     10.0    165.0     15.0      0.0261
   9  13     10.0    180.0      0.0      0.0276
   8   1     20.0      0.0    180.0      0.0233
   8   2     20.0     15.0    165.0      0.0230
   8   3     20.0     30.0    150.0      0.0230
   8   4     20.0     45.0    135.0      0.0233
   8   5     20.0     60.0    120.0      0.0231
   8   6     20.0     75.0    105.0      0.0236
   8   7     20.0     90.0     90.0      0.0237
   8   8     20.0    105.0     75.0      0.0245
   8   9     20.0    120.0     60.0      0.0258
   8  10     20.0    135.0     45.0      0.0282
   8  11     20.0    150.0     30.0      0.0322
   8  12     20.0    165.0     15.0      0.0374
   8  13     20.0    180.0      0.0      0.0402
   7   1     30.0      0.0    180.0      0.0257
   7   2     30.0     15.0    165.0      0.0259
   7   3     30.0     30.0    150.0      0.0260
   7   4     30.0     45.0    135.0      0.0258
   7   5     30.0     60.0    120.0      0.0258
   7   6     30.0     75.0    105.0      0.0259
   7   7     30.0     90.0     90.0      0.0266
   7   8     30.0    105.0     75.0      0.0271
   7   9     30.0    120.0     60.0      0.0289
   7  10     30.0    135.0     45.0      0.0339
   7  11     30.0    150.0     30.0      0.0462
   7  12     30.0    165.0     15.0      0.0689
   7  13     30.0    180.0      0.0      0.0819
   6   1     40.0      0.0    180.0      0.0335
   6   2     40.0     15.0    165.0      0.0339
   6   3     40.0     30.0    150.0      0.0338
   6   4     40.0     45.0    135.0      0.0333
   6   5     40.0     60.0    120.0      0.0332
   6   6     40.0     75.0    105.0      0.0331
   6   7     40.0     90.0     90.0      0.0341
   6   8     40.0    105.0     75.0      0.0341
   6   9     40.0    120.0     60.0      0.0368
   6  10     40.0    135.0     45.0      0.0438
   6  11     40.0    150.0     30.0      0.0695
   6  12     40.0    165.0     15.0      0.1347
   6  13     40.0    180.0      0.0      0.1863
   5   1     50.0      0.0    180.0      0.0509
   5   2     50.0     15.0    165.0      0.0513
   5   3     50.0     30.0    150.0      0.0514
   5   4     50.0     45.0    135.0      0.0512
   5   5     50.0     60.0    120.0      0.0500
   5   6     50.0     75.0    105.0      0.0504
   5   7     50.0     90.0     90.0      0.0517
   5   8     50.0    105.0     75.0      0.0514
   5   9     50.0    120.0     60.0      0.0538
   5  10     50.0    135.0     45.0      0.0640
   5  11     50.0    150.0     30.0      0.0947
   5  12     50.0    165.0     15.0      0.2165
   5  13     50.0    180.0      0.0      0.3378
   4   1     60.0      0.0    180.0      0.0834
   4   2     60.0     15.0    165.0      0.0847
   4   3     60.0     30.0    150.0      0.0859
   4   4     60.0     45.0    135.0      0.0842
   4   5     60.0     60.0    120.0      0.0821
   4   6     60.0     75.0    105.0      0.0836
   4   7     60.0     90.0     90.0      0.0860
   4   8     60.0    105.0     75.0      0.0844
   4   9     60.0    120.0     60.0      0.0854
   4  10     60.0    135.0     45.0      0.0961
   4  11     60.0    150.0     30.0      0.1251
   4  12     60.0    165.0     15.0      0.2606
   4  13     60.0    180.0      0.0      0.4486
   3   1     70.0      0.0    180.0      0.1266
   3   2     70.0     15.0    165.0      0.1298
   3   3     70.0     30.0    150.0      0.1335
   3   4     70.0     45.0    135.0      0.1327
   3   5     70.0     60.0    120.0      0.1289
   3   6     70.0     75.0    105.0      0.1333
   3   7     70.0     90.0     90.0      0.1370
   3   8     70.0    105.0     75.0      0.1343
   3   9     70.0    120.0     60.0      0.1321
   3  10     70.0    135.0     45.0      0.1429
   3  11     70.0    150.0     30.0      0.1548
   3  12     70.0    165.0     15.0      0.2418
   3  13     70.0    180.0      0.0      0.3923
   2   1     80.0      0.0    180.0      0.1586
   2   2     80.0     15.0    165.0      0.1664
   2   3     80.0     30.0    150.0      0.1713
   2   4     80.0     45.0    135.0      0.1690
   2   5     80.0     60.0    120.0      0.1625
   2   6     80.0     75.0    105.0      0.1749
   2   7     80.0     90.0     90.0      0.1768
   2   8     80.0    105.0     75.0      0.1767
   2   9     80.0    120.0     60.0      0.1672
   2  10     80.0    135.0     45.0      0.1790
   2  11     80.0    150.0     30.0      0.1831
   2  12     80.0    165.0     15.0      0.2315
   2  13     80.0    180.0      0.0      0.0647
   1   1     87.5      0.0    180.0      0.1691
   1   2     87.5     15.0    165.0      0.1832
   1   3     87.5     30.0    150.0      0.1995
   1   4     87.5     45.0    135.0      0.1923
   1   5     87.5     60.0    120.0      0.1858
   1   6     87.5     75.0    105.0      0.1884
   1   7     87.5     90.0     90.0      0.1917
   1   8     87.5    105.0     75.0      0.1914
   1   9     87.5    120.0     60.0      0.1927
   1  10     87.5    135.0     45.0      0.2063
   1  11     87.5    150.0     30.0      0.2240
   1  12     87.5    165.0     15.0      0.2581
   1  13     87.5    180.0      0.0      0.5576
rho for WIND SPEED = 14.0 m/s     THETA_SUN =  0.0 deg
  10   1      0.0      0.0      0.0      0.0006
   9   1     10.0      0.0    180.0      0.0743
   9   2     10.0     15.0    165.0      0.0701
   9   3     10.0     30.0    150.0      0.0762
   9   4     10.0     45.0    135.0      0.0770
   9   5     10.0     60.0    120.0      0.0786
   9   6     10.0     75.0    105.0      0.0707
   9   7     10.0     90.0     90.0      0.0780
   9   8     10.0    105.0     75.0      0.0707
   9   9     10.0    120.0     60.0      0.0786
   9  10     10.0    135.0     45.0      0.0770
   9  11     10.0    150.0     30.0      0.0762
   9  12     10.0    165.0     15.0      0.0701
   9  13     10.0    180.0      0.0      0.0743
   8   1     20.0      0.0    180.0      0.1289
   8   2     20.0     15.0    165.0      0.1174
   8   3     20.0     30.0    150.0      0.1146
   8   4     20.0     45.0    135.0      0.1228
   8   5     20.0     60.0    120.0      0.1158
   8   6     20.0     75.0    105.0      0.1129
   8   7     20.0     90.0     90.0      0.1161
   8   8     20.0    105.0     75.0      0.1129
   8   9     20.0    120.0     60.0      0.1158
   8  10     20.0    135.0     45.0      0.1228
   8  11     20.0    150.0     30.0      0.1146
   8  12     20.0    165.0     15.0      0.1173
   8  13     20.0    180.0      0.0      0.1289
   7   1     30.0      0.0    180.0      0.1389
   7   2     30.0     15.0    165.0      0.1337
   7   3     30.0     30.0    150.0      0.1425
   7   4     30.0     45.0    135.0      0.1422
   7   5     30.0     60.0    120.0      0.1439
   7   6     30.0     75.0    105.0      0.1422
   7   7     30.0     90.0     90.0      0.1376
   7   8     30.0    105.0     75.0      0.1422
   7   9     30.0    120.0     60.0      0.1439
   7  10     30.0    135.0     45.0      0.1422
   7  11     30.0    150.0     30.0      0.1425
   7  12     30.0    165.0     15.0      0.1337
   7  13     30.0    180.0      0.0      0.1390
   6   1     40.0      0.0    180.0      0.1230
   6   2     40.0     15.0    165.0      0.1239
   6   3     40.0     30.0    150.0      0.1184
   6   4     40.0     45.0    135.0      0.1157
   6   5     40.0     60.0    120.0      0.1186
   6   6     40.0     75.0    105.0      0.1202
   6   7     40.0     90.0     90.0      0.1127
   6   8     40.0    105.0     75.0      0.1202
   6   9     40.0    120.0     60.0      0.1186
   6  10     40.0    135.0     45.0      0.1157
   6  11     40.0    150.0     30.0      0.1184
   6  12     40.0    165.0     15.0      0.1239
   6  13     40.0    180.0      0.0      0.1230
   5   1     50.0      0.0    180.0      0.0929
   5   2     50.0     15.0    165.0      0.0922
   5   3     50.0     30.0    150.0      0.0933
   5   4     50.0     45.0    135.0      0.0970
   5   5     50.0     60.0    120.0      0.0946
   5   6     50.0     75.0    105.0      0.0969
   5   7     50.0     90.0     90.0      0.0906
   5   8     50.0    105.0     75.0      0.0969
   5   9     50.0    120.0     60.0      0.0946
   5  10     50.0    135.0     45.0      0.0970
   5  11     50.0    150.0     30.0      0.0933
   5  12     50.0    165.0     15.0      0.0922
   5  13     50.0    180.0      0.0      0.0929
   4   1     60.0      0.0    180.0      0.0953
   4   2     60.0     15.0    165.0      0.0985
   4   3     60.0     30.0    150.0      0.0961
   4   4     60.0     45.0    135.0      0.0948
   4   5     60.0     60.0    120.0      0.0946
   4   6     60.0     75.0    105.0      0.0979
   4   7     60.0     90.0     90.0      0.0951
   4   8     60.0    105.0     75.0      0.0979
   4   9     60.0    120.0     60.0      0.0946
   4  10     60.0    135.0     45.0      0.0948
   4  11     60.0    150.0     30.0      0.0962
   4  12     60.0    165.0     15.0      0.0985
   4  13     60.0    180.0      0.0      0.0953
   3   1     70.0      0.0    180.0      0.1294
   3   2     70.0     15.0    165.0      0.1332
   3   3     70.0     30.0    150.0      0.1365
   3   4     70.0     45.0    135.0      0.1361
   3   5     70.0     60.0    120.0      0.1316
   3   6     70.0     75.0    105.0      0.1365
   3   7     70.0     90.0     90.0      0.1395
   3   8     70.0    105.0     75.0      0.1365
   3   9     70.0    120.0     60.0      0.1316
   3  10     70.0    135.0     45.0      0.1361
   3  11     70.0    150.0     30.0      0.1365
   3  12     70.0    165.0     15.0      0.1332
   3  13     70.0    180.0      0.0      0.1294
   2   1     80.0      0.0    180.0      0.1686
   2   2     80.0     15.0    165.0      0.1764
   2   3     80.0     30.0    150.0      0.1806
   2   4     80.0     45.0    135.0      0.1767
   2   5     80.0     60.0    120.0      0.1701
   2   6     80.0     75.0    105.0      0.1817
   2   7     80.0     90.0     90.0      0.1823
   2   8     80.0    105.0     75.0      0.1817
   2   9     80.0    120.0     60.0      0.1701
   2  10     80.0    135.0     45.0      0.1767
   2  11     80.0    150.0     30.0      0.1806
   2  12     80.0    165.0     15.0      0.1764
   2  13     80.0    180.0      0.0      0.1686
   1   1     87.5      0.0    180.0      0.1848
   1   2     87.5     15.0    165.0      0.2022
   1   3     87.5     30.0    150.0      0.2120
   1   4     87.5     45.0    135.0      0.2074
   1   5     87.5     60.0    120.0      0.1974
   1   6     87.5     75.0    105.0      0.1977
   1   7     87.5     90.0     90.0      0.2006
   1   8     87.5    105.0     75.0      0.1977
   1   9     87.5    120.0     60.0      0.1974
   1  10     87.5    135.0     45.0      0.2074
   1  11     87.5    150.0     30.0      0.2120
   1  12     87.5    165.0     15.0      0.2022
   1  13     87.5    180.0      0.0      0.1848
rho for WIND SPEED = 14.0 m/s     THETA_SUN = 10.0 deg
  10   1      0.0      0.0      0.0      0.0670
   9   1     10.0      0.0    180.0      0.1260
   9   2     10.0     15.0    165.0      0.1202
   9   3     10.0     30.0    150.0      0.1104
   9   4     10.0     45.0    135.0      0.1098
   9   5     10.0     60.0    120.0      0.1058
   9   6     10.0     75.0    105.0      0.1041
   9   7     10.0     90.0     90.0      0.0999
   9   8     10.0    105.0     75.0      0.0753
   9   9     10.0    120.0     60.0      0.0683
   9  10     10.0    135.0     45.0      0.0629
   9  11     10.0    150.0     30.0      0.0519
   9  12     10.0    165.0     15.0      0.0423
   9  13     10.0    180.0      0.0      0.0002
   8   1     20.0      0.0    180.0      0.1140
   8   2     20.0     15.0    165.0      0.1238
   8   3     20.0     30.0    150.0      0.1254
   8   4     20.0     45.0    135.0      0.1357
   8   5     20.0     60.0    120.0      0.1319
   8   6     20.0     75.0    105.0      0.1304
   8   7     20.0     90.0     90.0      0.1269
   8   8     20.0    105.0     75.0      0.1190
   8   9     20.0    120.0     60.0      0.1045
   8  10     20.0    135.0     45.0      0.0982
   8  11     20.0    150.0     30.0      0.0880
   8  12     20.0    165.0     15.0      0.0822
